question,label
State the output of a given Bode plot representing a second-order system?,easy
The first four moments of distribution about working mean 3.,medium
"Question:
Consider the following relation schema: EMP_PROJ (NIC, PNUM, HOURS, ENAME, PNAME, LOC, FD1, FD2, FD3). 

a) Determine the normal form of the relation in the schema. If the relation is not in 2NF, normalize it to 2NF.

b) Provide a real-world scenario where the EMP_PROJ relation could be applied, and explain how normalizing it to 2NF can improve data integrity and efficiency in that scenario.",medium
"Contrast the features and performance of different intrusion detection systems (e.g., signature-based IDS, anomaly-based IDS, host-based IDS) in identifying and mitigating cyber threats.",medium
"Question:
In the context of a university database system, explain the importance of completing the following tasks by the end of the week:
a) Trying out the self-test questions available on the course website
b) Completing the tutorial provided
c) Reading the designated chapter from the course materials. Provide examples to illustrate the significance of each task in enhancing database management knowledge and skills.",medium
Show that the vector Field.,hard
Calculate the O/P voltage for a DAC whose output range is 0 to 10 V and input binary number 1001.,medium
"Question:
Consider a scenario where you are managing a hotel booking system. Find the total amount spent by guests with the last name 'Smith' on their bookings.",medium
Explain working of radial drilling machine.,easy
Identify whether the firm is in the short-run or long-run  equilibrium. Explain.,easy
Explain THREE (3) reasons why AD curve is downward sloping.,easy
Explain Compression molding polymer processing with sketch.,easy
"Question:
Discuss the three main objectives to consider when designing a secure database application, namely secrecy, integrity, and availability. Provide a real-world scenario from a university database system to illustrate each objective.",medium
"Name the principle that states energy cannot be created or destroyed, only converted.",easy
How would you develop a new software platform for online collaboration in education?,hard
Discuss FOUR (4) tactics that can be used by a spokesperson to handle different types of questions from the media. Provide your discussions with an appropriate example for each tactic. ,easy
How would you classify the different types of musical instruments?,medium
Examine the historical documents to analyze the causes of a historical event.,medium
What are turbines?,easy
Judge the effectiveness of a bug bounty program in identifying and resolving security vulnerabilities in software applications.,hard
Explain the process of establishing a connection to a database in a Java application using the DriverManager.getConnection() method. Provide a real-world scenario where this process is utilized and outline the steps involved.,medium
What modifications would you make to a navigation app to provide real-time traffic updates?,hard
"Explain the process of creating a JDBC application for database programming. Provide a step-by-step guide on how to set up a JDBC application, including importing packages, loading the driver, opening a connection, executing a query, extracting data from a result set, and cleaning up the environment. 

In the context of an e-commerce platform, describe a scenario where a JDBC application is utilized to retrieve and update product information in a database.",hard
"Question: 

Consider a scenario where you are tasked with managing a university database system. 

a) Define the process of creating a view named ""emp_info"" that includes the employee ID (eid), name, salary, and total percentage of time worked. The database schema consists of three tables: emp (eid, ename, age, salary), dept (did, dname, budget, managerId), and works (eid, did, pct_time).

b) Explain the steps involved in creating the view ""emp_info"" in the university database system.

c) Provide an SQL query to create the view ""emp_info"" based on the given database schema.",medium
Explain how soil acts as a geochemical trap and state the various remediation techniques.,easy
Debate the ethical implications of using AI algorithms for predictive policing.,hard
Compare and contrast animals that the class has made.,medium
What measures do you take to ensure quality control?,hard
Compare the different types of environmental impact mitigation measures in civil engineering projects.,easy
Explain the effect of barrier properties on product.,medium
"**Question:**

Discuss the concept of ""modeling traps"" in Entity-Relationship (ER) modeling, focusing on fan traps and chasm traps.

**Scenario:**
Consider a university database system where students, courses, and instructors are entities. 

**a)** Define fan traps in the context of ER modeling and provide an example from the university database scenario.

**b)** Explain chasm traps in ER modeling and illustrate with a scenario from the university database system.

**c)** Differentiate between fan traps and chasm traps in terms of their impact on database design and provide recommendations on how to avoid falling into these traps during the ER modeling process.",medium
Explain the FIVE (5) procedures which need to be documented during the site inspection. ,easy
Define Second Normal Form (2NF) in the context of database management systems. Provide an example from a university database scenario to illustrate the concept.,easy
What is Work Breakdown Structure?,easy
State the output of a given settlement analysis of a mat foundation?,easy
Define with example.,easy
Explain the concept of Available and Unavailable energy.,easy
What is dynamic data structure.,easy
Compare DFS and BPS.,medium
Design an innovative wastewater treatment plant that utilizes decentralized treatment technologies and natural treatment systems for wastewater reuse and resource recovery.,hard
Explain in brief exploration methods in production of crude petroleum.,easy
"Briefly describe the properties of wood in terms of density, thermal insulation, chemical resistance and strength. ",easy
Explain with neat sketch battery ignition system.,easy
Can you break down the factors contributing to air pollution?,medium
Compare pulse Amplitude modulation and pulse position modulation.,medium
Summarize the outcomes of a diplomatic negotiation.,easy
A helical spring is made from a wire of 6 mm diameter and has outside diameter of 75 mm.,medium
Assess the potential risks of a new financial product.,hard
Evaluate the first and second derivative of âx at x=15 from the following data,medium
Justify the budget allocation for a scientific research project.,hard
"Question:
Consider a university database scenario. 

a) Define the criteria for a student to be on the Dean's List for a specific semester in a year. Provide an example to illustrate this definition.

b) Explain how you would retrieve the ID, name, specialization, and GPA of students who are on the Dean's List for the second semester of the year 2022.",medium
"Question:
Consider a scenario where you are designing a database system for a university. Create a SQL function to calculate the Grade Point Average (GPA) of a given student for a specific semester and year. The GPA calculation should take into account the grades obtained by the student in various courses during the specified semester and year. The function should return the calculated GPA value.

Provide the SQL function syntax for calculating the GPA of a student in a university database system.",hard
"Explain the concept of prepared statements in JDBC with a real-world scenario and provide steps to execute a query using prepared statements.

Scenario: Consider a university database system where student information is stored, and administrators need to update student records dynamically based on various criteria.

Question:
a) Define prepared statements in the context of JDBC and explain the significance of using parameter markers.
b) Describe the process of binding values to parameters in a PreparedStatement object using setXXX() methods.
c) Provide step-by-step instructions on how to execute a SQL statement using prepared statements in JDBC, including the use of executeUpdate() method.",hard
Give any two points of comparison between LAP winding and WA VE winding for DC machine.,easy
"An electronics manufacturer is assessing the reliability of semiconductor devices for aerospace applications. Evaluate the failure modes and mechanisms of electronic components, including integrated circuits (ICs) and microprocessors. Recommend reliability testing methods and qualification standards to ensure the quality and durability of electronic systems in harsh operating environments.",hard
Enumerate the differences between analog and digital modulation techniques?,easy
Briefly discuss the advantage of C3 and C4 pathways for weeds. ,easy
Explain brief classification of I.,easy
Demonstrate the steps of a chemical reaction using a laboratory setup.,medium
Explain extrusion of plastic.,medium
Can you identify the cause-and-effect relationships between different economic variables in a complex analysis?,medium
Explain the use of BSR mode of 8255.,easy
"Question: 
Consider a university database where courses are offered to multiple specializations. 

a) Identify and list the course IDs and names of modules that are offered in year 2 semester 1 to more than one specialization. 

b) Explain the SQL query you would use to retrieve this information from the database.",medium
Derive an expression for digital PID velocity algorithm and state the merit of velocity algorithm.,medium
"Question:
Consider a hotel management system that maintains information about rooms, guests, and reservations. 

a) Retrieve the room numbers, room types, and guest names of currently occupied rooms. 

b) Explain the SQL query that can be used to retrieve this information from the database.",medium
Recall the procedure for creating a new document in a word processing software.,easy
Can you recall the procedure for finding the circumference of a circle?,easy
"State any TWO (2) of Malaysia's rules, regulations or standards which are related to scaffolding and falsework. ",easy
"Explain the concept of security in SQL Server, including authentication and authorization processes. Provide a real-world scenario from a university database system and describe how these security mechanisms are implemented within this context.",medium
Explain 3D position trackers.,easy
Write short note on Self Lubricated Bearing.,easy
Give the specifications and applications of SCR.,easy
Can you label the steps in the water cycle?,easy
Write short notes on the structure of RNA. ,easy
Write a short story relating a personal experience in the style of a picaresque novel.,hard
Design a decentralized social networking platform that ensures user privacy and data ownership using blockchain technology.,hard
Explain Ziegler Nichols close loop tuning method in detail.,easy
You are developing a natural language processing (NLP) application for sentiment analysis of social media posts. Explain how you would apply text preprocessing techniques such as tokenization and stemming to extract meaningful features from textual data.,medium
"Discuss the principles of model interpretability techniques, explaining their use for explaining black-box model predictions.",easy
Name three types of renewable energy sources.,easy
Define and explain the concept of a chasm trap in the context of database management systems. Provide a real-world scenario from a university database where a chasm trap could potentially occur and explain how it might manifest.,medium
Describe nuclear transport to a lay person.,easy
Explain construction of brushless DC motor.,easy
"Define and explain the concept of Aggregation in the context of an Enhanced Entity-Relationship (EER) model. Provide a real-world scenario to illustrate this concept.

a) Define Aggregation in an EER model.
b) Explain how Aggregation differs from a ternary relationship.
c) Provide an example scenario from a university database where Aggregation can be applied.",medium
Explain in brief the squeeze selection criteria for screen printing applications.,medium
Outline the key factors influencing consumer purchasing decisions.,medium
"Scenario: University/SLIIT student enrollment system

Enhanced question: In the context of a University/SLIIT student enrollment system, discuss the potential consequences of incorrectly grouping attributes in relations. Provide examples of how improper grouping can lead to data redundancy and inconsistency. Additionally, explain the importance of a good decomposition in maintaining data integrity and efficiency within the system. Finally, demonstrate how you would compute keys from a set of functional dependencies in a student database table and normalize the schema to BCNF to ensure optimal data organization and retrieval.",medium
Write an algorithm for breadth first traversal of a graph.,medium
"Debate the ethical considerations of using biometric authentication methods (e.g., fingerprint, facial recognition) in law enforcement.",hard
State the classification and applications of Photogrammetry in surveying.,easy
Compare and contrast the advantages and disadvantages of using a monolithic architecture versus a microservices architecture for web application development.,medium
Judge the efficiency of a recommendation system in providing personalized content or product recommendations.,hard
Find the values of the following using modular arithmetic.,medium
Enlist various linear methods of setting out curves and explain any one with sketch.,easy
"Question:
Explain the situations where views, functions, stored procedures, and triggers are applicable in a relational database management system (RDBMS). Provide a real-world scenario for each of these database objects to illustrate their practical use. Additionally, demonstrate how to write syntactically correct SQL statements to create functions, procedures, and triggers to meet specific user requirements in an RDBMS.",hard
Compare the two artworks and contrast their styles.,easy
Explain with example trie tree.,easy
A box contains 100 bulbs out of which 10 are defective.,medium
Derive the e.,medium
Can you identify the dependencies between different user requirements in a complex software specification?,medium
What steps do you take to identify missing information in a complex technological analysis?,medium
"Enhanced question with scenario: 

""In the context of a Hospital patient management system, discuss the three main aspects that should be prioritized to ensure the security of the database. Provide specific examples of potential security threats and measures that could be implemented to mitigate them.",medium
"Question:
Explain the usage of the BETWEEN operator in SQL for checking whether an attribute value is within a specified range. Provide a real-world scenario where the BETWEEN operator could be applied in a university database context. Illustrate the concept with an example query.

Scenario:
In a university database system, the BETWEEN operator can be utilized to identify students who fall within a specific GPA range for academic recognition or scholarship eligibility.

Example Query:
Consider a university database with the following schema:
- studentID (Primary Key)
- Name
- GPA
- progId

Using the BETWEEN operator, write a SQL query to retrieve the studentIDs of students who have a GPA between 3.7 and 4.0.

Expected Output:
StudentID
1002
1004",medium
Explain Triadic curve and give its fractal dimension.,medium
Explain the causes of historical events,easy
Calculate the balance of trade when the economy is at equilibrium. ,medium
Defend freedom of speech as a fundamental right.,hard
What do you mean by Engineering plastics?,easy
What are filters hydraulic Systems?,easy
How do you compose a compelling piece of music?,hard
Explain with suitable example Update Anomalies.,easy
What do you mean by concrete mix design?,easy
Label the different components of a cell.,easy
How do you break down a complex medical diagnosis into its various symptoms and indicators?,medium
Differentiate TTL and CMOS logic family.,medium
Define annealing and explain types of annealing?,easy
What is recursion?,easy
What is fluidization?,easy
An unbiased coin is thrown 10 times.,medium
"Question:
Consider a scenario where you are working as a database administrator for a university. 

a) Using the attribute closure method, determine all the keys in relation R for the university database.",medium
"Define the term ""photosynthesis"" and its significance.",easy
Calculate the velocity of the object in free fall.,medium
"Consider the following formatted academic database question:

**Question:**
In a university database scenario, consider the following tables:

- Student (StudentID, Name, Gpa, progId)

Examine the query: Find BM students who have a GPA greater than any of the IT students. 

a) Write the SQL query to achieve this result.
b) Provide the output of the query based on the given data.
c) Explain the logic behind the usage of the ANY operator in this context.",medium
"Using Gauss - Divergence Theorem, show that",medium
"Scenario: In a Hospital patient management system, there are different levels of access required for various users such as doctors, nurses, and administrative staff. 

Enhanced question: ""Using the Hospital patient management system as a scenario, explain how the SQL server security framework manages access to securable entities considering the need for doctors, nurses, and administrative staff to have different levels of access to patient records.",medium
"Explain the concept of security in SQL Server, including authentication and authorization processes. Provide examples from a real-world scenario such as a university database.

a) Define authentication in SQL Server and describe the process of verifying user identities trying to connect to a SQL Server instance.
b) Define authorization in SQL Server and explain how it determines which data resources authorized users can access and the actions they can take.",easy
Write Note on Aluminum and its Alloy.,easy
Describe the significance of jitter in digital communication systems?,easy
List and explain THREE factors that are affecting microbial biodegradation rates of petroleum hydrocarbon. ,easy
Describe the purpose of a retaining wall in soil mechanics?,easy
Explain about abstract class in Java with suitable example.,easy
Explain in detail state table design method for hardwired control design.,easy
Create a new sustainable construction material that utilizes recycled waste materials and alternative binders to reduce environmental impact and enhance structural performance.,hard
Use the Seidel method to solve the following set of equations.,medium
Explain the following Signals.,easy
Categorize the different types of leadership styles.,medium
"Consider you're designing a highway pavement for heavy traffic loads. Describe how you would determine pavement thickness, select material properties, and conduct pavement design using mechanistic-empirical approaches.",easy
Explain the anti-advertising consumer organizations culture. ,easy
Briefly analyse the SIX (6) internal control procedures over the payroll process of a multinational organisation. ,medium
Briefly describe FOUR common characteristics that are possessed by a wild animal before they could be considered for domestication. ,easy
Reason why a pornographic viewer's mind is likened to an addict's mind. Provide TWO (2) points. ,easy
Analyze the data on website traffic to improve user engagement.,medium
Examine the data to identify outliers and anomalies.,medium
Elaborate the term of national income as used in building economics.,easy
Write an explanatory note on Bucket Elevators.,medium
Choose a movie to recommend for a family night.,hard
Calculate the electric field strength between two charged particles.,medium
Following table gives the distance in nautical miles of the visible horizon for the given heights in feet above earth.,medium
"After solving a problem, determine the degree to which the problem was solved as efficiently as possible",hard
Explain the concept of Graph coloring.,easy
"Using information from the book about one of the main characters, rewrite the ending of the book.",hard
Suppose you're configuring a virtual private network (VPN) for a remote workforce. Describe the encryption protocols and authentication methods you would use to secure data transmission over public networks.,easy
Can you break down the components of a computer's input/output devices?,medium
"Define and explain the concept of weak entities in an Entity-Relationship (ER) model. Provide a real-world scenario where a weak entity is applicable, and describe the characteristics that make it a weak entity.",easy
Explain the concept of a Type 2 driver in the context of Database Management Systems. Provide a real-world scenario where a Type 2 driver would be utilized and discuss the implications of using a vendor-specific driver.,medium
"Question:
In the context of a university database system, explain the importance of completing the following tasks by the upcoming week:
a) Attempting the self-test questions available on the course website.
b) Engaging with the tutorial exercises and preparing the solutions for class discussion.
c) Providing responses to the questions presented at the conclusion of Chapter 2 in the textbook ""Database Management Systems"" by Ramakrishnan & Gehrke.",easy
Write a short note on Java tokens.,easy
Can you identify the cause-and-effect relationships between different climatic factors in a complex ecosystem?,medium
Calculate ABCD constants for three phase 50 Hz transmission line with following line parameters.,medium
"Explain the definition of a ârobust modelâ. Specifically, if a manager exclaimed âThe calculated EOQ is wrong because the actual demand is 10% greater than estimatedâ, justify your response. ",hard
Explain rebound hammer test with its limitations.,easy
"Discuss the principles of text preprocessing techniques, explaining their role in NLP tasks.",easy
Distinguish between squirrel cage and slip ring induction motors.,medium
"Question: 
Consider a scenario in a hotel management system where you are tasked with retrieving information about currently occupied rooms. 

a) List the SQL query that can be used to find the room numbers, room types, and guest names of currently occupied rooms.
b) Explain the process involved in executing the SQL query to retrieve the required information.",medium
Identify the characteristics of an active bandpass filter?,easy
Explain the types of HMI?,medium
"Evaluate the environmental impact of different construction techniques (e.g., traditional construction, modular construction, green building) in terms of energy consumption and waste generation.",medium
Recommend TWO (2) suitable types of glasses which have good insulation properties for green building construction. ,hard
What do you mean by memory management operator?,easy
"Explain the concept of creep in materials under sustained loading, discussing its mechanisms and effects on structural integrity.",easy
Explain Assembly Modeling CAD Customization.,easy
"Question:
Explain the concept of using variables in T-SQL scripts. Provide a real-world scenario where declared variables are utilized. Illustrate the usage of variables in a script with an example.

---

Scenario:
In a university database system, the finance department needs to retrieve budget information for specific departments based on user input.

---

Example:
a) Define the use of variables in T-SQL scripts.
b) Describe a scenario in the university database where declared variables are employed.
c) Demonstrate the utilization of variables in a script with the following example: 
```
SELECT budget FROM Dept WHERE dname = @DName
DECLARE @empId INT
SELECT @empId = MAX(eid) FROM emp
```",medium
A gas expands isothermally against a constant external pressure of 1 atmosphere from a volume of 10 dm 3 to a volume of 20 dm3.,easy
"Question:
In a university database scenario, explain the importance of completing the following tasks by next week:
a) Trying out the self-test questions on the course website
b) Completing the tutorial exercises and bringing the answers to the class
c) Answering the questions located at the end of chapter 2 in the textbook ""Database Management Systems"" by Ramakrishnan & Gehrke.",easy
Compose a device that would assist an athlete in their training.,hard
Write a program to create files using constructor function.,easy
The lifetime  of an article has a normal distribution with mean 400 hours and standard deviation 50 hours.,easy
Your organization is implementing a predictive maintenance program for wind turbines to optimize maintenance scheduling and reduce operational costs. Analyze the reliability-centered maintenance (RCM) principles and recommend strategies for integrating condition monitoring data with predictive analytics models to prioritize maintenance tasks and extend equipment lifespan.,medium
"Find the directional derivative of xy yz xzÏ=++  at (1, 1, 1) along line 111 212x yz âââ== .",medium
Can you show me the steps to perform a magic trick?,easy
Explain the different probes used for CRO.,medium
Explain Interfaces in Linux.,easy
"Suppose you're analyzing medical image data for disease diagnosis. Explain how you would preprocess imaging data, train convolutional neural networks (CNNs), and interpret model predictions to assist radiologists in diagnosis.",easy
Devise a system for automatically generating personalized recommendations for online shoppers based on their browsing and purchasing history.,hard
Explain the geometry of a single point cutting tool with suitable sketches.,easy
How do you infer the emotional impact of a visual artwork?,medium
Assess the reliability of remote sensing techniques for monitoring land subsidence and ground movement.,hard
"In a hotel management system scenario, consider the following question:

a) Retrieve the guest's name and phone number who made a booking for a 'Deluxe' room for a duration of 2 days.",medium
"Compare the security features of different cryptographic hash functions (e.g., SHA-256, MD5, bcrypt) in protecting data integrity and preventing unauthorized access.",medium
Calculate the force required to move an object up an inclined plane.,medium
Provide labels for the various layers of the Earth's atmosphere.,easy
What are the basic performance issues in pipelining.,easy
Explain Steps to receive Data Serially in 8051 microcontroller.,easy
"Explain the architecture of JDBC in the context of a university database system. Include the roles of JDBC API, JDBC Driver Manager, and JDBC Driver. Provide a step-by-step explanation of how these components work together to establish a connection between a Java application and multiple RDBMS.",easy
Can you describe the steps involved in baking a cake from scratch?,easy
"Question:
Explain the process of exporting data from an Excel file to a SQL server database. Provide a step-by-step guide on how to accomplish this task. Include the necessary actions to be taken within the SQL server interface.

Scenario:
In a university database system, the administration office needs to regularly update student information stored in an Excel file to the central SQL server database. As a database administrator, you are tasked with transferring this data efficiently and accurately.

Format:
a) Describe the initial steps required to initiate the data export process.
b) Outline the specific actions to be taken within the SQL server interface to complete the export.
c) Explain the final steps to ensure the successful transfer of data from the Excel file to the SQL server database.",medium
Briefly describe how riparian forests help in  reducing nitrate contamination in rivers reducing nitrate and streams. ,easy
"Question:
Explain how attribute closure can be computed using Armstrong Axioms in the context of a university database. Provide a scenario where these axioms are applied to determine attribute closure. Additionally, discuss the significance of computing keys using Armstrong Axioms in ensuring data integrity within the university database system.",medium
Write a short note on interrupt structure of 8051.,easy
"Question:
Explain the situations in which views, functions, stored procedures, and triggers are applicable in a relational database management system (RDBMS). Provide a real-world scenario for each of these database objects to illustrate their practical use. Additionally, demonstrate the process of writing syntactically correct SQL statements to create functions, procedures, and triggers to meet user requirements in an RDBMS environment.",hard
Independent Non-Executive Directors (INEDs) play crucial roles in the  assurance of effective corporate governance of public listed companies. Provide an assessment on the contributions of INEDs in promoting effective corporate governance. ,easy
What is fractal?,easy
"Discuss the principles of data privacy laws (e.g., GDPR, CCPA), explaining their requirements and implications for businesses handling personal data.",easy
Write short notes on the structure and functions of polysaccharides by giving relevant example. ,easy
"Imagine that you are a relative of an older adult who is initially diagnosed to be living with Parkinson's disease, suggest FOUR (4) strategies to further promote the wellbeing of the individual. ",hard
"Explain the concept of end-to-end encryption, discussing its importance for securing data transmission over untrusted networks.",easy
Critically evaluate the advantages and disadvantages of using Building Information Modeling (BIM) for project coordination and management.,medium
"As a project manager, you are evaluating the building design for its compliance to intended function as a private college accommodating over 2000 students. Analyze the problems and propose the building performance to meet these functions. ",hard
"Question:
Consider a scenario in a hotel management system where you are tasked with retrieving information about currently occupied rooms. 

a) Find the room numbers, room types, and guest names of the rooms that are currently occupied.",medium
You are responsible for implementing a data backup and recovery strategy for your organization's critical systems and applications. Compare the advantages and limitations of using traditional tape backups versus cloud-based backup solutions such as AWS Backup and Azure Backup.,medium
Suppose that a book of 600 pages contains 40 printing mistakes.,medium
What is basic principle of metal cutting?,easy
Examine traditional warehouse layout and cross-docking layout. ,medium
Contrast the benefits and limitations of using a relational database management system (RDBMS) versus a NoSQL database for specific application scenarios.,medium
Explain the construction and working of three phase Synchronous motor?,easy
Explain direct and reverse action for controller in brief with suitable examples.,easy
"Enhanced question with scenario:

""Imagine you are the lead database administrator for a Hospital patient management system. In this critical scenario, elaborate on the three main aspects that should be prioritized to ensure the security of the database. How would you apply these aspects to safeguard sensitive patient information and maintain the integrity of the system?",hard
Quote a famous saying about the importance of education.,easy
Critically evaluate the advantages and disadvantages of using reinforcement learning for training autonomous agents.,medium
Explain the operation of SR flip flop with truth table.,easy
Identify the characteristics of a Singleton design pattern?,easy
"Scenario: University/SLIIT student enrollment system

Enhanced question: In the context of a University/SLIIT student enrollment system, discuss the potential pitfalls that may arise from incorrectly grouping attributes in relations. Provide a real-world example of how improper grouping of attributes could lead to data redundancy or inconsistency within the system. Additionally, explain the importance of a good decomposition in ensuring data integrity and efficiency in managing student enrollment information. Finally, demonstrate how you would compute keys from a given set of functional dependencies in a relation and normalize a schema to Boyce-Codd Normal Form (BCNF) to optimize the database structure for efficient data retrieval and maintenance within the student enrollment system.",medium
Explain the FDI in Infrastructure.,easy
The monthly requirement of a sand for a particular firm is 849 cubic meter.,medium
Can you invent another character for the story?,hard
How do you design an energy-efficient lighting system for a commercial building?,hard
State and write any six properties of Fourier Transform.,easy
Explain Titration curve for 0.,easy
Explain the process of establishing a connection to a database in a Database Management System. Provide a real-world scenario where this process is crucial and outline the steps involved.,medium
How do you build a functional robotic assistant for the elderly?,hard
What is register renaming?,easy
Imagine you're developing a mobile application for real-time navigation. Explain how you would integrate GPS technology with mapping APIs to provide turn-by-turn directions and traffic updates to users.,easy
Differentiate between TIG welding and MIG welding.,medium
How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?,medium
Can you recall the details of a recent news article you read?,easy
Debate the ethical considerations of using unmanned aerial vehicles (UAVs) for wildlife monitoring and conservation.,hard
a cantilever and a simply supported beam in structural systems?,easy
What are the advantages of digital instruments over analog instruments.,easy
"Invent a method for improving the accuracy and reliability of indoor positioning systems using a combination of Wi-Fi, Bluetooth, and inertial sensors.",hard
State Nyquist theorem and explain Nyquist stability criteria.,easy
Explain how synchros can used as Error detectors.,easy
Can you generalize from past technological advancements to predict future innovations?,hard
A cylindrical riser must be designed for a sand casting mould.,medium
"**Question:**

Consider the following scenario in a university database:

A university database contains a table named ""student"" with columns StudentID, Name, GPA, and ProgramID. The table includes the following data:

| StudentID | Name   | GPA | ProgramID |
|-----------|--------|-----|-----------|
| 1000      | Amal   | 3.2 | BM        |
| 1001      | Nimali | 2.8 | IT        |
| 1002      | Aruni  | 3.8 | SE        |
| 1003      | Surani | 2.5 | BM        |
| 1004      | Imali  | 4.0 | IT        |

a) Define the concept of aggregation in the context of a database management system. Provide an example using the given student data to calculate the average, minimum, and maximum GPA of students.

b) Explain the process of performing aggregation in a database query. Use the provided example to demonstrate how to find the average, minimum, and maximum GPA of students in SQL.

c) Compare and contrast the functions AVG(), MIN(), and MAX() in SQL when used for aggregation purposes. Provide insights into when each function would be most appropriate to use in a database query.",medium
Discuss all four cases to determine direction of Coriolis components of acceleration when block is sliding on rotating link.,medium
Explain theory of stadia tacheometry.,easy
"Contrast the features and scalability of different cloud computing service models (e.g., IaaS, PaaS, SaaS) for deploying and managing enterprise applications.",medium
How would you defend your position in a debate?,hard
What questions do you need to formulate before conducting an experiment?,hard
Judge the efficiency of passive solar design strategies in reducing heating and cooling loads in buildings.,hard
Define covering constraint in the context of class hierarchies in a database management system. Provide an example scenario from a university database where covering constraints are applied.,easy
"In a hotel management database system, consider the following scenario:

A hotel manager wants to retrieve specific information about guests who have booked a particular type of room for a specified duration.

Question:

a) Write an SQL query to find the guest's name and phone number who booked a 'Deluxe' room for 2 days.",medium
"Question:
Consider a scenario where you are working as a database administrator for an e-commerce company. 

a) Using the attribute closure method, explain how you would find all the keys in relation R within the e-commerce database system.",medium
Decide which candidate would best fill the position of principal.,hard
What is Design?,easy
"Question:
Explain the process of data manipulation language (DML) operations in a relational database system with reference to deleting and updating rows. Provide a real-world scenario from a university database to illustrate these operations.

a) Describe the steps involved in deleting a row from a table in a relational database.
b) Outline the process of updating a row in a table within a relational database.
c) In the context of a university database, provide an example scenario where the deletion and updating of student records would be necessary.",medium
Restate the hypothesis of the research study.,easy
"Consider the following scenario in a university database:

a) Explain how you would store information for the following types of individuals within a database management system:
   i) A person who is neither a student nor a faculty member (i.e., when the ISA relationship is partial).
   ii) A person who is a student but not a faculty member (i.e., disjoint relationship).
   iii) A person who is both a student and a faculty member (i.e., overlapping classes).

Given the entities: NIC, name, age, GPA, salary, student, faculty, and Person, describe the appropriate database design considerations for each of the above scenarios.",medium
A pipe of 110 mm diameter is carrying water. If the velocities at the pipe center and 30 mm from the pipe centre are 2.1 m/s and 1.6 m/srespectively and flow in the pipe is turbulent. Calculate the shear frictionvelocity and wall shearing stress.,medium
Suggest FIVE (5) actions that Public Mutual Berhad (PMB) can consider in championing the institutional shareholder activism. ,hard
Describe in brief general polymerization process.,easy
Write a program to generate square wave of 50Hz frequency with 50% duty cycle on pin 2.3. Assume XTAL=11.0592 MHz & use timer 0 inmode l.,medium
"Explain the concept of executing queries using prepared statements in JDBC. Provide a real-world scenario where this concept can be applied and describe the steps involved in using prepared statements.

Scenario: In a university database system, the admissions office needs to update student information dynamically based on various criteria.

a) Define prepared statements in the context of JDBC and explain the significance of parameter markers represented by the ? symbol.
b) Describe the process of binding values to parameters using the setXXX() methods in a PreparedStatement object.
c) Discuss how the execute(), executeQuery(), and executeUpdate() methods can be utilized with a PreparedStatement object to interact with the database effectively.",medium
Evaluate the effectiveness of using machine learning algorithms for predictive maintenance in heavy machinery.,medium
How would you use mathematical models to predict population growth?,medium
Evaluate if the contact is ohmic or rectifying (Schottky diode) in nature. Provide the analysis and support your answer with calculation,hard
What is a design pattern?,easy
Decide on the best course of action for the team.,hard
"Consider the following question:

**Question:**
In a university database scenario, explain the use of the ALL operator in SQL queries with a real-world example. Given the student table below:

| StudentID | Name   | gpa | progId |
|-----------|--------|-----|--------|
| 1000      | Amal   | 3.2 | BM     |
| 1001      | Nimali | 2.8 | IT     |
| 1002      | Aruni  | 3.8 | SE     |
| 1003      | Surani | 2.5 | BM     |
| 1004      | Imali  | 4.0 | IT     |

a) Write an SQL query to find IT students who have a GPA greater than all BM students.
b) Provide the output of the query.",medium
Enlist various methods available for concrete mix design and explain the step by step procedure for concrete mix design IS 10262 method.,easy
What are major facts about particular cultures and societies,easy
Discuss causes and remedial measures of Landslides.,easy
Describe the output of this program fragment:,easy
How do we construct agents that can deliver. good assistance,medium
What is a strategic information system?,easy
The voltage V( s) in a network given by :,medium
Mention the factors on which speed of a DC motor depends.,easy
Can you remember the date of the signing of the Magna Carta?,easy
"Question:
Consider a scenario where a university wants to implement a database system to manage student information. Discuss the concept of normalization in the context of database design. Provide examples to illustrate the different normal forms.",medium
What is parametric modeling?,easy
Could you explain how that concept works?,easy
Define and explain the THREE (3) steps of bringing a new security issue in primary market. ,easy
What is steel?,easy
Convince investors to support a real estate project.,hard
Write an essay in not more than 250 words about India and Technological Advancement. Use active voice as much as possible.,hard
Compare the cultural practices of two different societies and contrast their traditions.,easy
Show how to modify Fitch's algorithm given in class today to accommodate non-binary,medium
Derive an expression of velocity and shear stress distribution for laminar flow through pipe.,medium
"**Question:**

Explain the concept of ""modeling traps"" in Entity-Relationship (ER) modeling, specifically focusing on fan traps and chasm traps. Provide examples from a university database scenario to illustrate each type of trap.

**Question Breakdown:**

a) Define the term ""modeling traps"" in the context of ER modeling and explain the potential challenges they pose in database design.

b) Discuss the characteristics and implications of fan traps in an ER model, providing a detailed example from a university database scenario.

c) Analyze the concept of chasm traps in ER modeling, highlighting their significance and potential impact on database design. Illustrate this with a specific example from a university database context.",medium
